,Fecha,Magnitud,Intensidad,GAP,Latitud,Longitud,Lugar,Id,Hipocentro,Region,Pais
45583,2012-02-29 22:32:35.610,5.4,5.4,59.6,36.427,140.448,"8 km WNW of Hitachi-Naka, Japan",",usb00088sq,usp000jfmb,iscgem600739417,",74.9,Ibaraki,JP
45584,2012-02-29 14:32:47.830,5.6,3.4,17.7,35.2,141.001,"55 km E of ?hara, Japan",",usb00088dt,usp000jfkt,iscgem605071300,",26.2,Chiba,JP
45586,2012-02-29 09:00:05.370,5.2,4.1,46.3,37.305,141.513,"49 km ESE of Namie, Japan",",usb000888w,usp000jfk8,",45.0,Fukushima,JP
45593,2012-02-28 05:20:48.520,5.0,5.3,63.9,36.373,141.023,"39 km E of ?arai, Japan",",usb00087bd,usp000jfhj,",12.8,Ibaraki,JP
45604,2012-02-24 04:10:33.400,4.6,3.1,84.1,35.915,140.094,"1 km NNE of Toride, Japan",",usp000jfa3,usb000857r,",65.4,Ibaraki,JP
45613,2012-02-21 11:14:27.410,4.6,2.0,127.6,41.102,141.03,"26 km SW of Mutsu, Japan",",usb000835e,usp000jf67,",120.0,Aomori,JP
45621,2012-02-19 05:54:49.680,5.2,5.5,44.0,36.761,140.313,"3 km W of Daigo, Japan",",usp000jf3p,usb00082e4,",10.0,Ibaraki,JP
45624,2012-02-18 14:20:31.360,4.8,3.1,86.4,36.403,140.857,"26 km ENE of ?arai, Japan",",usp000jf2q,usb0008283,",41.0,Ibaraki,JP
45643,2012-02-14 06:22:01.170,5.8,3.9,30.0,36.214,141.386,"72 km ENE of Kashima-shi, Japan",",usb000802f,choy20120214062201,usp000jex9,iscgem600661466,",28.0,Chiba,JP
45645,2012-02-14 03:27:50.500,5.5,3.4,69.4,36.193,141.402,"72 km NE of Hasaki, Japan",",usb000801t,usp000jex0,iscgem605071277,",30.2,Chiba,JP
45648,2012-02-11 19:55:51.400,4.9,2.0,76.6,38.692,142.054,"51 km SE of ?funato, Japan",",usb0007z7v,usp000jeu7,",57.8,Iwate,JP
45650,2012-02-11 01:26:59.130,4.7,4.8,84.9,36.008,139.51,"4 km WNW of Okegawa, Japan",",usb0007z0s,usp000jet9,",71.5,Saitama,JP
45659,2012-02-08 12:01:37.480,5.4,4.3,43.7,37.858,137.999,"45 km WSW of Ry?tsu-minato, Japan",",usb0007xd0,usp000jepj,iscgem600476378,",10.0,Niigata,JP
45661,2012-02-07 13:37:56.000,4.7,3.4,116.3,35.717,140.086,"9 km E of Honch?, Japan",",usb0007wz6,usp000jen1,",76.4,Chiba,JP
45686,2012-01-29 18:18:24.190,5.1,3.4,88.6,32.588,131.806,"13 km E of Nobeoka, Japan",",usc0007tb2,usp000je51,",62.4,Miyazaki,JP
45687,2012-01-29 17:01:45.690,4.7,2.2,65.6,34.589,136.857,"11 km N of Toba, Japan",",usp000je50,usc0007t9w,",330.7,Mie,JP
45688,2012-01-29 07:46:45.160,4.6,3.8,107.7,35.506,138.906,"12 km NE of Fujiyoshida, Japan",",usc0007t6f,usp000je4c,",40.4,Yamanashi,JP
45691,2012-01-28 12:44:28.470,4.9,2.8,132.8,40.251,142.19,"64 km ESE of Hachinohe, Japan",",usc0007sut,usp000je2v,",59.9,Iwate,JP
45694,2012-01-28 00:22:18.940,5.6,3.4,77.5,40.177,142.211,"63 km NNE of Miyako, Japan",",usc0007sqh,usp000je28,iscgem600266703,",55.3,Iwate,JP
45697,2012-01-27 22:43:16.140,5.2,5.4,105.8,35.474,138.888,"9 km ENE of Fujiyoshida, Japan",",usc0007spc,usp000je22,iscgem604758565,",36.3,Yamanashi,JP
45698,2012-01-27 22:39:45.390,4.9,3.8,100.2,35.462,138.869,"7 km ENE of Fujiyoshida, Japan",",usc0007spa,usp000je21,",38.7,Yamanashi,JP
45700,2012-01-27 04:19:27.790,4.9,4.7,84.6,35.716,140.865,"3 km SE of Hasaki, Japan",",usc0007sc1,usp000je11,iscgem604758558,",16.6,Chiba,JP
45704,2012-01-25 20:42:55.910,5.2,5.5,48.3,38.19,141.573,"34 km SE of Ishinomaki, Japan",",usp000jdzd,usc0007rkr,iscgem604758552,",52.3,Miyagi,JP
45715,2012-01-23 11:45:43.700,5.2,4.6,58.7,37.108,140.965,"9 km NE of Iwaki, Japan",",usc0007qh4,usp000jdvp,iscgem604758545,",62.4,Fukushima,JP
45721,2012-01-20 13:30:50.590,5.2,2.2,48.8,37.75,143.311,"191 km ESE of Ishinomaki, Japan",",usc0007p8z,usp000jdrx,",22.4,Miyagi,JP
45737,2012-01-17 03:30:16.460,4.7,3.8,113.9,36.087,139.665,"2 km NNW of Kukich??, Japan",",usc0007m0d,usp000jdks,",60.1,Saitama,JP
45743,2012-01-14 09:57:56.790,4.8,3.1,97.8,40.16,142.358,"67 km NNE of Miyako, Japan",",usc0007kr7,usp000jdg1,",56.5,Iwate,JP
45753,2012-01-12 03:20:49.990,5.5,5.2,15.3,36.994,141.071,"17 km ESE of Iwaki, Japan",",usc0007jhz,usp000jdcr,choy20120112032050,iscgem604758513,",16.0,Fukushima,JP
45754,2012-01-12 01:40:04.360,4.8,3.8,97.8,36.389,141.147,"50 km ESE of Hitachi, Japan",",usp000jdcj,usc0007jgs,",45.6,Ibaraki,JP
45760,2012-01-09 07:10:45.920,4.6,2.2,116.0,36.654,141.466,"65 km ESE of Kitaibaraki, Japan",",usp000jd8v,usc0007hu0,",38.2,Fukushima,JP
45761,2012-01-08 22:13:09.580,4.9,4.2,88.3,39.363,141.785,"9 km W of ?tsuchi, Japan",",usp000jd88,usc0007hpz,iscgem600142863,",62.3,Iwate,JP
45763,2012-01-08 15:37:28.030,4.8,3.4,72.0,33.982,135.475,"29 km SSW of K?ya, Japan",",usc0007hl9,usp000jd7s,",55.0,Wakayama,JP
45785,2012-01-01 05:27:55.980,6.8,5.1,10.8,31.456,138.072,"Izu Islands, Japan region",",usp000jcws,usc0007fbh,choy20120101052756,duputel201201010527a,iscgem604758500,",365.3,Wakayama,JP
45788,2011-12-30 23:11:07.240,4.7,2.7,112.4,36.753,140.529,"16 km E of Daigo, Japan",",usc0007ey9,usp000jcv9,",24.2,Ibaraki,JP
45818,2011-12-20 06:26:23.210,5.1,2.0,102.6,40.099,142.559,"72 km NE of Miyako, Japan",",usc00078xs,usp000jce3,",52.7,Iwate,JP
45824,2011-12-18 09:02:03.080,5.1,3.1,87.0,35.508,140.913,"26 km SSE of Hasaki, Japan",",usc00077vc,usp000jcbz,iscgem600058484,",30.2,Chiba,JP
45843,2011-12-14 04:01:07.560,5.1,4.8,70.6,35.308,137.188,"4 km S of Toki, Japan",",usc00076dp,usp000jc5y,iscgem600222077,",47.6,Gifu,JP
45849,2011-12-12 02:34:09.620,4.7,3.1,121.5,38.176,142.352,"95 km ESE of Ishinomaki, Japan",",usc00075d6,usp000jc3k,",39.5,Miyagi,JP
45865,2011-12-07 22:11:42.710,4.9,3.1,114.3,36.297,140.932,"31 km E of ?arai, Japan",",usc00073n8,usp000jbxz,",44.0,Ibaraki,JP
45887,2011-12-02 20:55:29.490,5.2,5.4,36.7,35.257,140.152,"18 km NNE of Kamogawa, Japan",",usc000716d,usp000jbra,iscgem600011884,",30.9,Chiba,JP
45889,2011-12-02 00:50:31.630,4.8,2.0,119.2,38.226,141.646,"36 km SE of Ishinomaki, Japan",",usp000jbq3,usc00070r9,",69.5,Miyagi,JP
45916,2011-11-24 10:25:34.030,6.2,5.0,18.3,41.898,142.639,"53 km SSE of Shizunai-furukawach?, Japan",",usc0006xes,choy20111124102534,usp000jbb8,iscgem603356331,atlas20111124102534,",38.0,Hokkaido,JP
45925,2011-11-21 10:16:33.810,5.1,3.4,60.3,34.847,132.715,"13 km WNW of Miyoshi, Japan",",usc0006ver,usp000jb72,",35.0,Hiroshima,JP
45929,2011-11-20 01:23:44.730,5.0,5.6,70.4,36.775,140.378,"2 km ENE of Daigo, Japan",",usc0006v1y,usp000jb4s,iscgem604366000,",32.0,Ibaraki,JP
45945,2011-11-17 09:43:04.970,5.0,3.4,22.3,35.671,141.633,"72 km E of Hasaki, Japan",",usc0006tj7,usp000jazc,",33.5,Chiba,JP
45992,2011-11-04 14:56:35.870,4.8,2.0,109.8,35.568,140.586,"15 km SSE of Y?kaichiba, Japan",",usb0006jqx,usp000jaaw,",54.6,Chiba,JP
45997,2011-11-03 10:34:30.410,5.0,4.8,79.8,35.814,139.934,"4 km NE of Matsudo, Japan",",usb0006irn,usp000ja9j,",82.5,Chiba,JP
46020,2011-10-29 06:24:45.390,4.9,3.1,48.7,38.239,141.857,"52 km ESE of Ishinomaki, Japan",",usb0006g3j,usp000ja2m,",58.2,Miyagi,JP
46035,2011-10-25 17:08:54.920,5.0,3.8,45.2,37.026,140.971,"8 km ESE of Iwaki, Japan",",usb0006cxr,usp000j9wd,iscgem604089076,",37.1,Fukushima,JP
46047,2011-10-21 08:02:37.950,6.1,3.5,10.7,43.892,142.479,"16 km NE of Asahikawa, Japan",",usb0006b09,usp000j9mz,atlas20111021080237,iscgem17389933,",187.0,Hokkaido,JP
46067,2011-10-16 09:46:05.380,4.8,2.0,94.4,36.085,141.934,"106 km ENE of Hasaki, Japan",",usc0006a6v,usp000j9du,",35.0,Chiba,JP
46072,2011-10-14 09:26:55.080,4.9,4.1,112.7,35.686,140.251,"3 km SSW of Shisui, Japan",",usc00069ee,usp000j9b6,",70.7,Chiba,JP
46091,2011-10-10 02:45:57.860,5.6,4.8,23.6,37.547,141.257,"23 km ENE of Namie, Japan",",usc00066sj,usp000j95h,atlas20111010024557,iscgem17337112,",46.0,Fukushima,JP
46097,2011-10-08 16:08:46.780,4.7,3.4,109.0,35.894,140.222,"3 km E of Ry?gasaki, Japan",",usp000j93f,usc00066ju,",64.7,Ibaraki,JP
46105,2011-10-07 02:51:18.280,5.3,3.5,77.9,41.631,141.964,"73 km ENE of Mutsu, Japan",",usp000j916,usc00065v5,",46.0,Hokkaido,JP
46113,2011-10-05 14:33:28.740,4.8,4.6,83.8,32.912,130.798,"Kyushu, Japan",",usc00064tq,usp000j8yh,",15.5,Kumamoto,JP
46115,2011-10-05 10:06:13.770,5.2,3.4,54.4,36.49,137.384,"eastern Honshu, Japan",",usc00064pn,usp000j8y6,iscgem604089031,",13.1,Toyama,JP
46116,2011-10-05 10:00:01.440,5.3,2.2,68.3,36.478,137.593,"24 km W of ?machi, Japan",",usp000j8y5,usc00064pl,iscgem604089029,",10.0,Nagano,JP
46125,2011-10-04 11:58:38.090,4.8,2.2,115.8,35.372,140.846,"40 km S of Hasaki, Japan",",usc00064a8,usp000j8x1,",35.0,Chiba,JP
46151,2011-09-29 10:05:12.480,5.1,5.2,71.6,37.147,140.65,"17 km E of Ishikawa, Japan",",usc000624z,usp000j8qh,iscgem17298499,",43.5,Fukushima,JP
46171,2011-09-23 08:16:00.390,5.0,2.7,20.4,36.762,140.435,"7 km E of Daigo, Japan",",usp000j8ex,usc0005zgk,",27.8,Ibaraki,JP
46180,2011-09-21 13:31:01.430,5.1,6.2,50.0,36.774,140.324,"2 km WNW of Daigo, Japan",",usc0005xt0,usp000j8c2,iscgem17242751,",42.5,Ibaraki,JP
46191,2011-09-18 10:39:48.400,5.1,3.1,68.4,42.036,142.315,"33 km S of Shizunai-furukawach?, Japan",",usc0005wfv,usp000j889,",69.4,Hokkaido,JP
46192,2011-09-18 07:04:18.070,5.6,4.3,38.2,39.845,143.052,"97 km ENE of Miyako, Japan",",usp000j885,usc0005wf5,iscgem17238838,",10.0,Iwate,JP
46204,2011-09-17 07:33:57.840,5.3,3.0,39.1,40.291,142.861,"106 km NE of Miyako, Japan",",usp000j86e,usc0005w44,iscgem604041862,",30.0,Iwate,JP
46215,2011-09-16 21:08:05.330,5.9,2.5,54.0,40.239,143.008,"112 km NE of Miyako, Japan",",usc0005vyj,usp000j85a,iscgem603334859,",18.0,Iwate,JP
46223,2011-09-16 19:26:40.260,6.7,5.0,10.9,40.273,142.779,"99 km NE of Miyako, Japan",",usc0005vv7,usp000j84y,choy20110916192641,duputel201109161926a,atlas20110916192640,iscgem603334857,",30.0,Iwate,JP
46225,2011-09-16 05:27:11.100,4.9,3.1,101.5,35.443,140.808,"32 km S of Hasaki, Japan",",usc0005vmd,usp000j841,",45.6,Chiba,JP
46228,2011-09-15 22:15:06.080,4.5,3.1,67.9,34.129,135.507,"14 km SW of K?ya, Japan",",usp000j83p,usc0005vkb,",53.4,Wakayama,JP
46233,2011-09-15 08:00:09.640,6.1,4.3,63.5,36.256,141.338,"68 km E of ?arai, Japan",",usc0005urj,choy20110915080009,usp000j82k,atlas20110915080009,iscgem603334840,",28.0,Chiba,JP
46248,2011-09-11 10:09:28.950,4.7,3.8,82.0,35.525,139.938,"13 km W of Ichihara, Japan",",usc0005sha,usp000j7x1,",71.6,Chiba,JP
46252,2011-09-10 06:00:32.880,4.9,3.8,49.5,36.473,140.551,"1 km WNW of Funaishikawa, Japan",",usp000j7ve,usc0005s0s,",57.9,Ibaraki,JP
46258,2011-09-08 22:06:22.070,4.7,2.0,76.8,39.811,142.185,"27 km NE of Miyako, Japan",",usp000j7tb,usc0005rea,",39.5,Iwate,JP
46264,2011-09-07 13:29:41.520,5.1,2.0,63.2,42.238,142.424,"11 km SSE of Shizunai-furukawach?, Japan",",usc0005q8m,usp000j7rg,iscgem17215209,",7.7,Hokkaido,JP
46290,2011-09-03 20:52:49.440,5.0,4.1,45.7,35.79,139.358,"6 km NNE of Fussa, Japan",",usc0005nt5,usp000j7j7,",100.8,Tokyo,JP
46304,2011-08-31 09:32:51.890,4.7,5.5,106.5,35.459,139.935,"8 km N of Kisarazu, Japan",",usp000j7ad,usc0005m4p,",71.6,Chiba,JP
46305,2011-08-31 09:12:52.660,4.7,4.3,114.5,38.395,141.735,"38 km E of Ishinomaki, Japan",",usp000j7ac,usc0005m4m,",50.6,Miyagi,JP
46328,2011-08-27 00:16:40.030,4.7,3.4,128.3,37.039,141.267,"34 km E of Iwaki, Japan",",usc0005khf,usp000j72y,",31.7,Fukushima,JP
46353,2011-08-22 11:23:35.250,5.9,4.3,22.7,36.083,141.688,"86 km ENE of Hasaki, Japan",",usp000j6v4,usc0005hyu,choy20110822112335,iscgem17331258,",12.0,Chiba,JP
46355,2011-08-22 08:36:22.810,4.7,4.1,108.5,36.038,140.008,"3 km NE of Mitsukaid?, Japan",",usc0005hxb,usp000j6ux,",80.8,Ibaraki,JP
46358,2011-08-22 00:07:08.280,4.7,3.6,118.3,42.693,143.283,"25 km SSE of Obihiro, Japan",",usp000j6uf,usc0005hua,",26.6,Hokkaido,JP
46364,2011-08-20 22:58:42.280,4.9,3.4,122.1,38.638,141.885,"50 km SSE of ?funato, Japan",",usc0005hg0,usp000j6sc,",62.6,Iwate,JP
46379,2011-08-19 05:36:33.040,6.2,5.4,10.0,37.671,141.652,"61 km ENE of Namie, Japan",",usc0005gmg,choy20110819053633,usp000j6nx,atlas20110819053633,iscgem16975116,",47.0,Fukushima,JP
46396,2011-08-17 11:44:08.370,6.1,3.1,15.7,36.765,143.77,"258 km ESE of Namie, Japan",",usc0005fj1,choy20110817114408,usp000j6kt,iscgem16955864,",9.0,Fukushima,JP
46400,2011-08-17 03:05:07.240,5.0,3.1,89.9,38.395,142.093,"69 km E of Ishinomaki, Japan",",usc0005ffc,usp000j6k8,",42.0,Miyagi,JP
46402,2011-08-17 00:23:16.580,4.6,3.4,113.8,36.022,139.638,"2 km W of Shiraoka, Japan",",usc0005fdu,usp000j6jx,",88.9,Saitama,JP
46403,2011-08-16 19:35:20.500,5.3,3.3,39.6,40.138,142.307,"62 km NNE of Miyako, Japan",",usc0005f7l,usp000j6jd,iscgem16955103,",49.9,Iwate,JP
46407,2011-08-16 10:16:16.120,4.6,2.2,117.8,36.773,140.433,"7 km E of Daigo, Japan",",usp000j6hx,usc0005f1a,",18.8,Ibaraki,JP
46412,2011-08-15 06:26:48.000,4.8,2.9,62.4,36.095,139.956,"2 km SSW of Ishige, Japan",",usc0005ehz,usp000j6ga,",73.8,Ibaraki,JP
46424,2011-08-11 18:22:04.920,5.8,5.6,24.3,37.034,140.893,"1 km SSE of Iwaki, Japan",",usp000j6at,usc0005cf5,choy20110811182204,iscgem16945995,atlas20110811182204,",44.0,Fukushima,JP
46426,2011-08-11 13:31:26.840,5.2,4.2,47.1,38.363,142.039,"64 km E of Ishinomaki, Japan",",usc0005ca4,usp000j6aa,",44.4,Miyagi,JP
46436,2011-08-09 19:35:31.870,4.8,4.1,75.9,36.167,141.27,"60 km ENE of Kashima-shi, Japan",",usp000j681,usc0005b9c,",18.2,Chiba,JP
46441,2011-08-08 12:35:23.780,4.6,3.4,108.1,42.702,142.849,"37 km SW of Obihiro, Japan",",usc0005ak2,usp000j666,",93.2,Hokkaido,JP
46458,2011-08-06 07:14:55.290,5.3,4.6,41.2,35.245,140.99,"54 km E of ?hara, Japan",",usp000j61w,usc00059rb,",25.5,Chiba,JP
46464,2011-08-05 10:53:22.230,5.0,2.7,117.8,40.131,142.312,"62 km NNE of Miyako, Japan",",usc00059cn,usp000j60g,iscgem16918595,",54.2,Iwate,JP
46481,2011-08-01 14:58:09.060,5.9,6.0,23.0,34.631,138.433,"20 km E of ?yama, Japan",",usp000j5ua,choy20110801145809,atlas20110801145808,iscgem603829393,",13.0,Shizuoka,JP
46482,2011-08-01 13:44:47.300,5.7,4.3,39.7,39.837,142.083,"24 km NNE of Miyako, Japan",",usc0005758,choy20110801134447,usp000j5u4,atlas20110801134447,iscgem603237551,",40.0,Iwate,JP
46524,2011-07-26 13:36:01.180,4.6,2.0,121.9,38.436,141.904,"52 km E of Ishinomaki, Japan",",us2011nva7,usp000j5hh,",57.7,Miyagi,JP
46527,2011-07-25 22:58:46.610,4.9,2.2,73.8,42.133,142.37,"22 km S of Shizunai-furukawach?, Japan",",usc0005460,usp000j5gt,",64.6,Hokkaido,JP
46533,2011-07-25 11:54:54.080,5.6,3.8,67.8,35.273,140.933,"49 km E of ?hara, Japan",",usc00053uv,usp000j5fr,iscgem16887036,",46.0,Chiba,JP
46539,2011-07-24 18:51:25.070,6.3,5.4,17.1,37.73,141.39,"43 km NE of Namie, Japan",",usc00053hg,choy20110724185124,usp000j5ed,iscgem16884580,atlas20110724185124,",40.0,Fukushima,JP
46541,2011-07-24 14:32:12.410,4.7,4.1,72.1,33.868,136.141,"20 km NE of Shing?, Japan",",us2011nta8,usp000j5e2,",43.3,Mie,JP
46547,2011-07-23 04:34:24.180,6.3,6.1,30.4,38.898,141.815,"21 km SSE of ?funato, Japan",",usc000531r,choy20110723043424,usp000j5by,iscgem16884004,atlas20110723043424,",41.0,Iwate,JP
46583,2011-07-15 12:01:12.200,5.5,5.0,42.1,36.128,139.85,"5 km NE of Sakai, Japan",",usc0004y0d,usp000j4yw,iscgem16844768,",88.7,Ibaraki,JP
46598,2011-07-14 01:34:57.950,4.9,3.4,130.1,38.589,141.655,"36 km ENE of Ishinomaki, Japan",",usp000j4uf,usa0008gp6,",68.3,Miyagi,JP
46658,2011-07-10 00:57:10.800,7.0,5.3,12.4,38.034,143.264,"177 km ESE of Ishinomaki, Japan",",usc0004sg6,usp000j4gp,choy20110710005710,duputel201107100057a,iscgem16722944,",23.0,Iwate,JP
46667,2011-07-07 18:35:40.740,5.5,6.0,22.9,37.125,140.869,"8 km N of Iwaki, Japan",",usp000j4b1,usc0004qav,choy20110707183542,iscgem17064064,",35.0,Fukushima,JP
46674,2011-07-06 15:14:59.030,5.7,3.1,23.4,36.372,141.618,"89 km ESE of Takahagi, Japan",",us2011nabh,usp000j48b,iscgem603490868,",10.0,Ibaraki,JP
46681,2011-07-05 10:18:44.390,5.0,4.3,45.7,33.988,135.135,"12 km NNW of Gob?, Japan",",usc0004nac,usp000j46d,iscgem603490865,",16.3,Wakayama,JP
46705,2011-07-01 11:03:53.110,4.7,3.8,112.3,35.801,140.991,"16 km ENE of Hasaki, Japan",",usc0004lt6,usp000j40v,",35.0,Chiba,JP
46717,2011-06-29 23:16:40.170,5.0,6.2,95.9,36.261,137.679,"20 km WSW of Hotaka, Japan",",usp000j3yy,atlas20110629231600,atlas20110629231640,usc0004ktb,iscgem16686686,",10.0,Nagano,JP
46744,2011-06-25 09:59:32.140,4.7,2.2,119.3,36.048,140.163,"0 km SW of Naka, Japan",",usc0004g95,usp000j3rd,",74.8,Ibaraki,JP
46751,2011-06-24 17:39:27.210,5.5,3.8,68.7,42.049,142.553,"35 km SSE of Shizunai-furukawach?, Japan",",usc0004fpj,usp000j3pk,iscgem16679649,",58.1,Hokkaido,JP
46758,2011-06-23 10:35:00.230,5.3,5.8,48.9,38.479,141.439,"13 km ENE of Ishinomaki, Japan",",usp000j3ky,usc0004ecw,iscgem16646161,",35.0,Miyagi,JP
46761,2011-06-22 21:50:52.350,6.7,5.8,24.9,39.955,142.205,"41 km NNE of Miyako, Japan",",usc0004e5w,usp000j3k6,choy20110622215052,duputel201106222150a,iscgem16645786,atlas20110622215052,",33.0,Iwate,JP
46771,2011-06-21 14:30:58.080,4.6,2.2,108.5,35.304,140.449,"8 km NE of ?hara, Japan",",us2011mka9,usp000j3hb,",38.9,Chiba,JP
46772,2011-06-21 08:49:40.500,5.4,4.3,29.3,35.623,141.314,"45 km ESE of Hasaki, Japan",",usp000j3gx,usc0004cqx,iscgem603244174,",15.0,Chiba,JP
46790,2011-06-18 11:31:05.880,5.7,5.4,19.8,37.664,141.664,"61 km ENE of Namie, Japan",",usc0004aru,usp000j3ce,choy20110618113105,iscgem602897676,",20.0,Fukushima,JP
46792,2011-06-18 09:57:55.790,4.4,3.8,111.9,35.551,140.046,"near the east coast of Honshu, Japan",",usp000j3c8,usc0004aqb,",65.1,Chiba,JP
46823,2011-06-14 14:56:00.700,5.4,4.1,75.6,39.483,142.392,"38 km E of Yamada, Japan",",usc00047gc,usp000j35f,iscgem17206119,",20.5,Iwate,JP
46825,2011-06-14 13:06:52.190,5.7,4.1,17.5,37.727,143.512,"208 km ESE of Ishinomaki, Japan",",usp000j35c,us2011mda1,choy20110614130651,iscgem16596682,",14.0,Miyagi,JP
46846,2011-06-12 00:37:59.710,4.7,3.4,79.1,35.745,140.607,"5 km NW of Asahi, Japan",",usp000j30n,usc000458b,",20.9,Chiba,JP
46870,2011-06-09 10:38:34.540,5.4,3.8,56.9,36.478,140.774,"17 km SE of Hitachi, Japan",",usc00043ab,usp000j2ws,iscgem16580633,",15.7,Ibaraki,JP
46915,2011-06-03 16:00:15.030,5.5,5.7,47.7,37.067,140.912,"3 km NE of Iwaki, Japan",",usp000j2nd,usc0003yyp,choy20110603160013,atlas20110603160013,iscgem602918555,",17.0,Fukushima,JP
46922,2011-06-03 01:33:26.480,4.8,3.4,84.0,35.909,140.155,"2 km WNW of Ry?gasaki, Japan",",usc0003yf5,usp000j2m7,",56.5,Ibaraki,JP
46924,2011-06-03 00:05:00.830,6.1,3.3,12.5,37.285,143.907,"258 km E of Namie, Japan",",usp000j2kz,usc0003ych,choy20110603000500,iscgem602897544,",14.0,Miyagi,JP
46949,2011-05-31 12:28:38.310,5.4,4.1,91.7,39.409,141.791,"10 km WNW of ?tsuchi, Japan",",usc0003vjh,usp000j2gb,iscgem16552288,",64.9,Iwate,JP
46976,2011-05-28 13:46:07.930,5.0,2.2,117.2,36.287,142.021,"123 km ENE of Hasaki, Japan",",usc0003t29,usp000j2bv,",35.0,Chiba,JP
47024,2011-05-24 11:49:23.490,5.0,2.7,69.7,36.377,140.942,"32 km ENE of ?arai, Japan",",usc0003mkf,usp000j24u,iscgem16538121,",35.0,Ibaraki,JP
47029,2011-05-24 03:40:51.300,5.8,3.8,16.4,39.709,143.247,"112 km E of Miyako, Japan",",usp000j24b,usc0003mcl,choy20110524034052,iscgem602607425,",16.0,Iwate,JP
47061,2011-05-21 22:06:26.390,5.6,5.3,34.8,35.597,140.492,"6 km E of Narut?, Japan",",usp000j1zc,usc0003kxm,atlas20110521220626,iscgem602607399,",37.0,Chiba,JP
47078,2011-05-20 08:53:05.160,4.7,4.1,98.6,35.908,139.933,"6 km NNE of Nagareyama, Japan",",usc0003jks,usp000j1vy,",81.0,Chiba,JP
47079,2011-05-20 07:28:48.150,5.1,3.1,80.0,37.44,141.414,"36 km E of Namie, Japan",",usc0003jjq,usp000j1vt,iscgem16530103,",43.4,Fukushima,JP
47081,2011-05-20 00:46:16.950,5.8,5.0,23.6,35.761,140.843,"3 km NNE of Hasaki, Japan",",usc0003jg4,usp000j1v8,choy20110520004617,iscgem16529675,atlas20110520004616,",29.0,Chiba,JP
47143,2011-05-13 23:35:52.860,6.1,3.8,31.7,37.396,141.341,"31 km ESE of Namie, Japan",",usc0003etn,usp000j1jk,choy20110513233552,iscgem16509660,atlas20110513233552,",35.0,Fukushima,JP
47331,2011-05-01 01:27:44.260,4.7,2.9,46.4,35.8,140.768,"9 km NW of Hasaki, Japan",",usc000330z,usp000j0ug,",27.6,Chiba,JP
47393,2011-04-26 12:12:00.530,5.0,5.3,59.6,36.085,139.778,"2 km SW of Sakai, Japan",",usc0002z7s,usp000j0mj,iscgem16460943,",40.2,Ibaraki,JP
47445,2011-04-23 10:12:46.980,5.9,3.1,13.3,39.097,142.87,"88 km ESE of Kamaishi, Japan",",usp000j0ew,usc0002xfh,choy20110423101247,iscgem16452561,",31.0,Iwate,JP
47464,2011-04-21 16:11:18.450,5.6,4.3,71.7,37.553,141.219,"20 km ENE of Namie, Japan",",usc0002wbs,usp000j0cf,iscgem602557845,",55.6,Fukushima,JP
47468,2011-04-21 13:37:03.340,6.2,5.4,28.2,35.579,140.305,"6 km WNW of T?gane, Japan",",usc0002w98,usp000j0c3,choy20110421133703,iscgem16450819,atlas20110421133703,",43.0,Chiba,JP
47492,2011-04-19 23:07:02.300,4.9,2.2,29.6,34.011,140.054,"109 km S of Tateyama, Japan",",usc0002vcl,usp000j09e,",89.7,Chiba,JP
47500,2011-04-19 14:10:20.100,4.9,5.3,59.8,36.161,139.625,"5 km NNE of Kazo, Japan",",usc0002uqp,usp000j08q,",64.2,Saitama,JP
47532,2011-04-17 17:34:20.580,4.6,3.4,121.2,38.012,142.605,"122 km ESE of Ishinomaki, Japan",",usp000j059,usc0002tg7,",23.5,Miyagi,JP
47571,2011-04-16 02:19:30.790,5.8,6.0,20.6,36.378,139.653,"6 km ENE of Tanuma, Japan",",pt11106001,usp000j020,choy20110416021930,iscgem16440099,",77.0,Tochigi,JP
47616,2011-04-14 03:08:57.990,5.1,7.3,31.8,36.985,140.602,"22 km SE of Ishikawa, Japan",",usp000hzx5,usc0002qf9,iscgem16427219,",10.0,Fukushima,JP
47637,2011-04-13 19:57:25.420,6.0,3.4,33.7,39.583,143.34,"120 km E of Yamada, Japan",",usc0002q0d,usp000hzw1,choy20110413195725,iscgem16426887,",22.0,Iwate,JP
47670,2011-04-12 05:07:41.860,5.9,7.3,25.2,37.107,140.368,"8 km WSW of Ishikawa, Japan",",usp000hzt4,usc0002p47,choy20110412050741,atlas20110412050742,iscgem16418173,",11.0,Fukushima,JP
47681,2011-04-11 23:08:16.870,6.2,6.0,15.4,35.417,140.575,"23 km SE of T?gane, Japan",",usc0002nzx,usp000hzsk,choy20110411230816,atlas20110411230816,iscgem602546097,",15.0,Chiba,JP
47709,2011-04-11 11:42:35.130,5.5,4.1,31.6,36.98,140.356,"20 km SSW of Ishikawa, Japan",",usc0002ng9,usp000hzrb,iscgem602553182,atlas20110411114235,",10.0,Fukushima,JP
47721,2011-04-11 10:00:08.760,4.7,5.4,113.1,36.932,140.606,"20 km NW of Kitaibaraki, Japan",",usc0002ndi,usp000hzqz,",36.3,Ibaraki,JP
47733,2011-04-11 08:58:07.210,5.0,5.3,102.4,37.03,140.369,"15 km SSW of Ishikawa, Japan",",usc0002naj,usp000hzqm,",38.1,Fukushima,JP
